cidade,estado,id,nome,segmento
Cunhataí,SC,2323,Empresa 2323,Autopeças
Santo Amaro do Maranhão,MA,2324,Empresa 2324,Alimentos / Bebida
Timbiras,MA,2325,Empresa 2325,Alimentos / Bebida
Caruaru,PE,2326,Empresa 2326,Calçados
São Caetano do Sul,SP,2327,Empresa 2327,Alimentos / Bebida
Carlinda,MT,2328,Empresa 2328,Alimentos / Bebida
Piumhi,MG,2329,Empresa 2329,Alimentos / Bebida
Santa Cruz do Xingu,MT,2330,Empresa 2330,Cosméticos / Perfumaria / Higiene
Carlos Barbosa,RS,2331,Empresa 2331,Jóias e Bijuterias
Guairaçá,PR,2332,Empresa 2332,Materiais de Construção
Santa Efigênia de Minas,MG,2333,Empresa 2333,Alimentos / Bebida
Santo Antônio do Paraíso,PR,2334,Empresa 2334,Outro
Caraúbas do Piauí,PI,2335,Empresa 2335,Decoração / Cama / Mesa / Banho
Campinorte,GO,2336,Empresa 2336,Alimentos / Bebida
Vargem Alta,ES,2337,Empresa 2337,Informática
Caturité,PB,2338,Empresa 2338,Informática
Itá,SC,2339,Empresa 2339,Alimentos / Bebida
Canelinha,SC,2340,Empresa 2340,Alimentos / Bebida
Miranda do Norte,MA,2341,Empresa 2341,Informática
Leme,SP,2342,Empresa 2342,Jóias e Bijuterias
Álvares Florence,SP,2343,Empresa 2343,Outro
São Félix do Coribe,BA,2344,Empresa 2344,Outro
São Joaquim da Barra,SP,2345,Empresa 2345,Materiais de Construção
Quipapá,PE,2346,Empresa 2346,Eletrônicos / Eletrodomésticos
Afonso Bezerra,RN,2347,Empresa 2347,Outro
Alto Alegre do Maranhão,MA,2348,Empresa 2348,Jóias e Bijuterias
Teresina,PI,2349,Empresa 2349,Materiais de Construção
Gravataí,RS,2350,Empresa 2350,Embalagens
Itabaianinha,SE,2351,Empresa 2351,Alimentos / Bebida
Ângulo,PR,2352,Empresa 2352,Alimentos / Bebida
Peri Mirim,MA,2353,Empresa 2353,Confecção / Textil
Pedra do Anta,MG,2354,Empresa 2354,Alimentos / Bebida
Coronel Freitas,SC,2355,Empresa 2355,Móveis
Nova Canaã do Norte,MT,2356,Empresa 2356,Confecção / Textil
Maturéia,PB,2357,Empresa 2357,Pet-Shop
Modelo,SC,2358,Empresa 2358,Informática
Santo Estêvão,BA,2359,Empresa 2359,Outro
Santa Luzia do Paruá,MA,2360,Empresa 2360,Jóias e Bijuterias
Aracoiaba,CE,2361,Empresa 2361,Eletrônicos / Eletrodomésticos
Ipaussu,SP,2362,Empresa 2362,Alimentos / Bebida
Água Fria de Goiás,GO,2363,Empresa 2363,Alimentos / Bebida
São Luís de Montes Belos,GO,2364,Empresa 2364,Máquinas / Equipamentos
Jequié,BA,2365,Empresa 2365,Limpeza / Higiene
Nova Era,MG,2366,Empresa 2366,Informática
Santo Antônio do Jacinto,MG,2367,Empresa 2367,Outro
Santo Augusto,RS,2368,Empresa 2368,Outro
Marechal Thaumaturgo,AC,2369,Empresa 2369,Pet-Shop
Nova Candelária,RS,2370,Empresa 2370,Autopeças
Pesqueira,PE,2371,Empresa 2371,Jóias e Bijuterias
Mar Vermelho,AL,2372,Empresa 2372,Alimentos / Bebida
São Domingos do Capim,PA,2373,Empresa 2373,Informática
Matões,MA,2374,Empresa 2374,Limpeza / Higiene
Prainha,PA,2375,Empresa 2375,Cosméticos / Perfumaria / Higiene
Belo Vale,MG,2376,Empresa 2376,Máquinas / Equipamentos
Nova Mamoré,RO,2377,Empresa 2377,Confecção / Textil
Alenquer,PA,2378,Empresa 2378,Informática
Presidente Getúlio,SC,2379,Empresa 2379,Limpeza / Higiene
Itacurubi,RS,2380,Empresa 2380,Informática
Pirapemas,MA,2381,Empresa 2381,Medicamentos
Hidrolina,GO,2382,Empresa 2382,Calçados
Limoeiro,PE,2383,Empresa 2383,Outro
Cabreúva,SP,2384,Empresa 2384,Confecção / Textil
Senador Modestino Gonçalves,MG,2385,Empresa 2385,Materiais de Construção
Mineiros,GO,2386,Empresa 2386,Informática
Barrinha,SP,2387,Empresa 2387,Confecção / Textil
Itabuna,BA,2388,Empresa 2388,Decoração / Cama / Mesa / Banho
Santa Efigênia de Minas,MG,2389,Empresa 2389,Alimentos / Bebida
Lucianópolis,SP,2390,Empresa 2390,Cosméticos / Perfumaria / Higiene
Eldorado do Sul,RS,2391,Empresa 2391,Outro
Canindé,CE,2392,Empresa 2392,Cosméticos / Perfumaria / Higiene
Bocaina do Sul,SC,2393,Empresa 2393,Alimentos / Bebida
São José da Tapera,AL,2394,Empresa 2394,Alimentos / Bebida
São João de Pirabas,PA,2395,Empresa 2395,Alimentos / Bebida
Carvalhópolis,MG,2396,Empresa 2396,Alimentos / Bebida
Bom Jesus da Lapa,BA,2397,Empresa 2397,Pet-Shop
nome,uf,2398,Empresa 2398,Embalagens
Ponta de Pedras,PA,2399,Empresa 2399,Alimentos / Bebida
Rio Real,BA,2400,Empresa 2400,Alimentos / Bebida
Bom Jesus da Serra,BA,2401,Empresa 2401,Confecção / Textil
Paineiras,MG,2402,Empresa 2402,Informática
Itaporanga d'Ajuda,SE,2403,Empresa 2403,Informática
Taquarussu,MS,2404,Empresa 2404,Informática
São Domingos das Dores,MG,2405,Empresa 2405,Confecção / Textil
Pedra Bela,SP,2406,Empresa 2406,Materiais de Construção
Ananás,TO,2407,Empresa 2407,Alimentos / Bebida
Marcelândia,MT,2408,Empresa 2408,Embalagens
Boca do Acre,AM,2409,Empresa 2409,Utilidades
Eirunepé,AM,2410,Empresa 2410,Embalagens
Amarante do Maranhão,MA,2411,Empresa 2411,Limpeza / Higiene
Arari,MA,2412,Empresa 2412,Áudio / Música / Som
Paiva,MG,2413,Empresa 2413,Cosméticos / Perfumaria / Higiene
Sardoá,MG,2414,Empresa 2414,Informática
Salto,SP,2415,Empresa 2415,Autopeças
Varjão de Minas,MG,2416,Empresa 2416,Outro
Palmeira d'Oeste,SP,2417,Empresa 2417,Alimentos / Bebida
Taquara,RS,2418,Empresa 2418,Materiais de Construção
Salto do Itararé,PR,2419,Empresa 2419,Alimentos / Bebida
Itapororoca,PB,2420,Empresa 2420,Confecção / Textil
Porto Murtinho,MS,2421,Empresa 2421,Decoração / Cama / Mesa / Banho
Umuarama,PR,2422,Empresa 2422,Alimentos / Bebida
Porto da Folha,SE,2423,Empresa 2423,Brinquedos
Nova Timboteua,PA,2424,Empresa 2424,Jóias e Bijuterias
Campo Alegre,SC,2425,Empresa 2425,Outro
Nova Russas,CE,2426,Empresa 2426,Cosméticos / Perfumaria / Higiene
Utinga,BA,2427,Empresa 2427,Confecção / Textil
Pracuúba,AP,2428,Empresa 2428,Materiais de Construção
Bom Jesus do Tocantins,TO,2429,Empresa 2429,Confecção / Textil
Rubiácea,SP,2430,Empresa 2430,Materiais de Construção
Antonina do Norte,CE,2431,Empresa 2431,Confecção / Textil
Leoberto Leal,SC,2432,Empresa 2432,Cosméticos / Perfumaria / Higiene
Luzilândia,PI,2433,Empresa 2433,Materiais de Construção
São João da Canabrava,PI,2434,Empresa 2434,Materiais de Construção
Senador Elói de Souza,RN,2435,Empresa 2435,Informática
Jaguaretama,CE,2436,Empresa 2436,Jóias e Bijuterias
Aurora,CE,2437,Empresa 2437,Alimentos / Bebida
Baía Formosa,RN,2438,Empresa 2438,Outro
Coronel Pilar,RS,2439,Empresa 2439,Cosméticos / Perfumaria / Higiene
Conceição do Lago-Açu,MA,2440,Empresa 2440,Limpeza / Higiene
Belo Horizonte,MG,2441,Empresa 2441,Materiais de Construção
Nova Laranjeiras,PR,2442,Empresa 2442,Cosméticos / Perfumaria / Higiene
Viseu,PA,2443,Empresa 2443,Alimentos / Bebida
Seara,SC,2444,Empresa 2444,Pet-Shop
Arco-Íris,SP,2445,Empresa 2445,Informática
Erebango,RS,2446,Empresa 2446,Cosméticos / Perfumaria / Higiene
São Mateus,ES,2447,Empresa 2447,Alimentos / Bebida
Periquito,MG,2448,Empresa 2448,Confecção / Textil
Piripiri,PI,2449,Empresa 2449,Medicamentos
Girau do Ponciano,AL,2450,Empresa 2450,Informática
São Félix do Xingu,PA,2451,Empresa 2451,Outro
Parnaíba,PI,2452,Empresa 2452,Materiais de Construção
Turmalina,MG,2453,Empresa 2453,Áudio / Música / Som
Peritiba,SC,2454,Empresa 2454,Pet-Shop
Tibau do Sul,RN,2455,Empresa 2455,Alimentos / Bebida
Amapá do Maranhão,MA,2456,Empresa 2456,Informática
Cunha,SP,2457,Empresa 2457,Autopeças
Japaraíba,MG,2458,Empresa 2458,Decoração / Cama / Mesa / Banho
Paty do Alferes,RJ,2459,Empresa 2459,Outro
Nuporanga,SP,2460,Empresa 2460,Embalagens
Mongaguá,SP,2461,Empresa 2461,Decoração / Cama / Mesa / Banho
Anajás,PA,2462,Empresa 2462,Alimentos / Bebida
Ribeira do Piauí,PI,2463,Empresa 2463,Confecção / Textil
Joaíma,MG,2464,Empresa 2464,Alimentos / Bebida
Torres,RS,2465,Empresa 2465,Informática
Sumé,PB,2466,Empresa 2466,Outro
Fortaleza dos Valos,RS,2467,Empresa 2467,Alimentos / Bebida
Poxoréo,MT,2468,Empresa 2468,Alimentos / Bebida
Estrela Velha,RS,2469,Empresa 2469,Informática
Arraias,TO,2470,Empresa 2470,Confecção / Textil
Campo Alegre de Goiás,GO,2471,Empresa 2471,Máquinas / Equipamentos
Itapura,SP,2472,Empresa 2472,Alimentos / Bebida
Manoel Viana,RS,2473,Empresa 2473,Informática
Urucurituba,AM,2474,Empresa 2474,Brinquedos
Cocal de Telha,PI,2475,Empresa 2475,Utilidades
Rio Negrinho,SC,2476,Empresa 2476,Confecção / Textil
Campo Maior,PI,2477,Empresa 2477,Outro
Marumbi,PR,2478,Empresa 2478,Alimentos / Bebida
Mira Estrela,SP,2479,Empresa 2479,Materiais de Construção
Mariana Pimentel,RS,2480,Empresa 2480,Materiais de Construção
São José do Egito,PE,2481,Empresa 2481,Utilidades
Urucânia,MG,2482,Empresa 2482,Materiais de Construção
São Lourenço do Oeste,SC,2483,Empresa 2483,Materiais de Construção
Farol,PR,2484,Empresa 2484,Informática
Riachão do Dantas,SE,2485,Empresa 2485,Informática
Monção,MA,2486,Empresa 2486,Autopeças
Coari,AM,2487,Empresa 2487,Autopeças
Maraã,AM,2488,Empresa 2488,Alimentos / Bebida
Porto Ferreira,SP,2489,Empresa 2489,Outro
Feijó,AC,2490,Empresa 2490,Decoração / Cama / Mesa / Banho
Caraí,MG,2491,Empresa 2491,Informática
Três Cachoeiras,RS,2492,Empresa 2492,Outro
Aratiba,RS,2493,Empresa 2493,Informática
São José do Piauí,PI,2494,Empresa 2494,Autopeças
Tuiuti,SP,2495,Empresa 2495,Eletrônicos / Eletrodomésticos
Carlos Barbosa,RS,2496,Empresa 2496,Alimentos / Bebida
Campestre da Serra,RS,2497,Empresa 2497,Embalagens
Sucupira do Norte,MA,2498,Empresa 2498,Materiais de Construção
Nova União,RO,2499,Empresa 2499,Confecção / Textil
Cacequi,RS,2500,Empresa 2500,Outro
Caieiras,SP,2501,Empresa 2501,Informática
Itambacuri,MG,2502,Empresa 2502,Limpeza / Higiene
Ponta de Pedras,PA,2503,Empresa 2503,Alimentos / Bebida
Rondonópolis,MT,2504,Empresa 2504,Pet-Shop
Vila Pavão,ES,2505,Empresa 2505,Alimentos / Bebida
Joca Marques,PI,2506,Empresa 2506,Alimentos / Bebida
Volta Redonda,RJ,2507,Empresa 2507,Confecção / Textil
Liberato Salzano,RS,2508,Empresa 2508,Informática
Campo Alegre,SC,2509,Empresa 2509,Alimentos / Bebida
Paty do Alferes,RJ,2510,Empresa 2510,Limpeza / Higiene
Ipaumirim,CE,2511,Empresa 2511,Cosméticos / Perfumaria / Higiene
Novo Jardim,TO,2512,Empresa 2512,Informática
Salto do Lontra,PR,2513,Empresa 2513,Decoração / Cama / Mesa / Banho
Aroazes,PI,2514,Empresa 2514,Medicamentos
Mirassol,SP,2515,Empresa 2515,Informática
São José de Espinharas,PB,2516,Empresa 2516,Outro
Aparecida do Rio Doce,GO,2517,Empresa 2517,Alimentos / Bebida
Areia Branca,RN,2518,Empresa 2518,Outro
Araçatuba,SP,2519,Empresa 2519,Alimentos / Bebida
Itatim,BA,2520,Empresa 2520,Cosméticos / Perfumaria / Higiene
Abelardo Luz,SC,2521,Empresa 2521,Limpeza / Higiene
Alagoinha do Piauí,PI,2522,Empresa 2522,Informática
São Miguel das Matas,BA,2523,Empresa 2523,Confecção / Textil
Terra de Areia,RS,2524,Empresa 2524,Alimentos / Bebida
Kaloré,PR,2525,Empresa 2525,Embalagens
Pedra Branca,PB,2526,Empresa 2526,Alimentos / Bebida
Poço Verde,SE,2527,Empresa 2527,Alimentos / Bebida
Pedra Preta,MT,2528,Empresa 2528,Autopeças
Taquaritinga do Norte,PE,2529,Empresa 2529,Alimentos / Bebida
Iraceminha,SC,2530,Empresa 2530,Limpeza / Higiene
Cachoeirinha,PE,2531,Empresa 2531,Alimentos / Bebida
Piquerobi,SP,2532,Empresa 2532,Informática
Pio IX,PI,2533,Empresa 2533,Informática
Uberlândia,MG,2534,Empresa 2534,Utilidades
Lontra,MG,2535,Empresa 2535,Cosméticos / Perfumaria / Higiene
Braúna,SP,2536,Empresa 2536,Outro
Alto Alegre,SP,2537,Empresa 2537,Outro
Paranatama,PE,2538,Empresa 2538,Alimentos / Bebida
Cabo Verde,MG,2539,Empresa 2539,Alimentos / Bebida
Jaquirana,RS,2540,Empresa 2540,Alimentos / Bebida
Governador Jorge Teixeira,RO,2541,Empresa 2541,Alimentos / Bebida
São João do Pau d'Alho,SP,2542,Empresa 2542,Embalagens
Xexéu,PE,2543,Empresa 2543,Confecção / Textil
Serra do Mel,RN,2544,Empresa 2544,Cosméticos / Perfumaria / Higiene
Maçambara,RS,2545,Empresa 2545,Eletrônicos / Eletrodomésticos
Quissamã,RJ,2546,Empresa 2546,Informática
Afonso Cunha,MA,2547,Empresa 2547,Pet-Shop
Bonópolis,GO,2548,Empresa 2548,Informática
Nuporanga,SP,2549,Empresa 2549,Outro
Chorozinho,CE,2550,Empresa 2550,Alimentos / Bebida
São Sebastião do Rio Preto,MG,2551,Empresa 2551,Informática
Chapada de Areia,TO,2552,Empresa 2552,Cosméticos / Perfumaria / Higiene
Caçu,GO,2553,Empresa 2553,Outro
Corumbaíba,GO,2554,Empresa 2554,Alimentos / Bebida
Boa Ventura,PB,2555,Empresa 2555,Alimentos / Bebida
Timbó Grande,SC,2556,Empresa 2556,Confecção / Textil
Canguaretama,RN,2557,Empresa 2557,Confecção / Textil
Rio Acima,MG,2558,Empresa 2558,Alimentos / Bebida
São José de Espinharas,PB,2559,Empresa 2559,Embalagens
Santana de Cataguases,MG,2560,Empresa 2560,Embalagens
Japurá,AM,2561,Empresa 2561,Materiais de Construção
Brasilândia,MS,2562,Empresa 2562,Máquinas / Equipamentos
Pinhal de São Bento,PR,2563,Empresa 2563,Outro
Carlópolis,PR,2564,Empresa 2564,Jóias e Bijuterias
Maraial,PE,2565,Empresa 2565,Outro
Aparecida,PB,2566,Empresa 2566,Decoração / Cama / Mesa / Banho
São Francisco do Pará,PA,2567,Empresa 2567,Alimentos / Bebida
Santa Isabel,SP,2568,Empresa 2568,Alimentos / Bebida
Babaçulândia,TO,2569,Empresa 2569,Alimentos / Bebida
Prado Ferreira,PR,2570,Empresa 2570,Alimentos / Bebida
Ibirama,SC,2571,Empresa 2571,Confecção / Textil
Praia Norte,TO,2572,Empresa 2572,Utilidades
São Raimundo Nonato,PI,2573,Empresa 2573,Móveis
Cajueiro da Praia,PI,2574,Empresa 2574,Utilidades
Anapurus,MA,2575,Empresa 2575,Materiais de Construção
Alcinópolis,MS,2576,Empresa 2576,Materiais de Construção
Buri,SP,2577,Empresa 2577,Máquinas / Equipamentos
Orós,CE,2578,Empresa 2578,Cosméticos / Perfumaria / Higiene
Lajeado,RS,2579,Empresa 2579,Embalagens
Olho-d'Água do Borges,RN,2580,Empresa 2580,Outro
Palestina,SP,2581,Empresa 2581,Móveis
Quissamã,RJ,2582,Empresa 2582,Áudio / Música / Som
Itabaiana,PB,2583,Empresa 2583,Alimentos / Bebida
Santa Bárbara,BA,2584,Empresa 2584,Outro
Nova Mamoré,RO,2585,Empresa 2585,Confecção / Textil
Pindoba,AL,2586,Empresa 2586,Cosméticos / Perfumaria / Higiene
Colares,PA,2587,Empresa 2587,Confecção / Textil
Inaciolândia,GO,2588,Empresa 2588,Alimentos / Bebida
Sobradinho,BA,2589,Empresa 2589,Jóias e Bijuterias
Sério,RS,2590,Empresa 2590,Outro
Palmeirante,TO,2591,Empresa 2591,Cosméticos / Perfumaria / Higiene
Coxilha,RS,2592,Empresa 2592,Pet-Shop
Amaral Ferrador,RS,2593,Empresa 2593,Eletrônicos / Eletrodomésticos
Ribeirão do Sul,SP,2594,Empresa 2594,Cosméticos / Perfumaria / Higiene
Boa Esperança,PR,2595,Empresa 2595,Materiais de Construção
Tapauá,AM,2596,Empresa 2596,Outro
Sete Quedas,MS,2597,Empresa 2597,Cosméticos / Perfumaria / Higiene
Alta Floresta,MT,2598,Empresa 2598,Cosméticos / Perfumaria / Higiene
Propriá,SE,2599,Empresa 2599,Outro
Esteio,RS,2600,Empresa 2600,Alimentos / Bebida
Viçosa,AL,2601,Empresa 2601,Cosméticos / Perfumaria / Higiene
Santa Lúcia,PR,2602,Empresa 2602,Alimentos / Bebida
Salto do Lontra,PR,2603,Empresa 2603,Materiais de Construção
Barro,CE,2604,Empresa 2604,Outro
Felisburgo,MG,2605,Empresa 2605,Confecção / Textil
Pinhal de São Bento,PR,2606,Empresa 2606,Materiais de Construção
Banabuiú,CE,2607,Empresa 2607,Informática
Guarapuava,PR,2608,Empresa 2608,Alimentos / Bebida
Jacuí,MG,2609,Empresa 2609,Informática
Lagoa Nova,RN,2610,Empresa 2610,Embalagens
Panorama,SP,2611,Empresa 2611,Brinquedos
Inhapi,AL,2612,Empresa 2612,Outro
Cajari,MA,2613,Empresa 2613,Alimentos / Bebida
Tarauacá,AC,2614,Empresa 2614,Autopeças
Abadia dos Dourados,MG,2615,Empresa 2615,Confecção / Textil
Rubiácea,SP,2616,Empresa 2616,Alimentos / Bebida
Bom Jesus da Penha,MG,2617,Empresa 2617,Confecção / Textil
Eldorado,MS,2618,Empresa 2618,Outro
Tupi Paulista,SP,2619,Empresa 2619,Informática
Mathias Lobato,MG,2620,Empresa 2620,Alimentos / Bebida
Patos do Piauí,PI,2621,Empresa 2621,Informática
Alto Alegre,RR,2622,Empresa 2622,Cosméticos / Perfumaria / Higiene
Curuá,PA,2623,Empresa 2623,Alimentos / Bebida
Sapezal,MT,2624,Empresa 2624,Brinquedos
Itapissuma,PE,2625,Empresa 2625,Outro
Guaporema,PR,2626,Empresa 2626,Decoração / Cama / Mesa / Banho
Sales Oliveira,SP,2627,Empresa 2627,Outro
Ipatinga,MG,2628,Empresa 2628,Confecção / Textil
Acaiaca,MG,2629,Empresa 2629,Alimentos / Bebida
Mangueirinha,PR,2630,Empresa 2630,Máquinas / Equipamentos
Januário Cicco,RN,2631,Empresa 2631,Calçados
Buenópolis,MG,2632,Empresa 2632,Informática
Conquista D'Oeste,MT,2633,Empresa 2633,Outro
Marcelândia,MT,2634,Empresa 2634,Materiais de Construção
Divinolândia,SP,2635,Empresa 2635,Outro
Queiroz,SP,2636,Empresa 2636,Informática
Santo Expedito do Sul,RS,2637,Empresa 2637,Outro
Três Marias,MG,2638,Empresa 2638,Alimentos / Bebida
Alvinlândia,SP,2639,Empresa 2639,Cosméticos / Perfumaria / Higiene
Teixeira,PB,2640,Empresa 2640,Limpeza / Higiene
Coromandel,MG,2641,Empresa 2641,Cosméticos / Perfumaria / Higiene
Gavião,BA,2642,Empresa 2642,Outro
Pedrinhas,SE,2643,Empresa 2643,Confecção / Textil
Salgado de São Félix,PB,2644,Empresa 2644,Eletrônicos / Eletrodomésticos
Poloni,SP,2645,Empresa 2645,Cosméticos / Perfumaria / Higiene
Juiz de Fora,MG,2646,Empresa 2646,Cosméticos / Perfumaria / Higiene
Arapongas,PR,2647,Empresa 2647,Informática
Mairipotaba,GO,2648,Empresa 2648,Alimentos / Bebida
Ituaçu,BA,2649,Empresa 2649,Confecção / Textil
Pirapozinho,SP,2650,Empresa 2650,Confecção / Textil
Santa Branca,SP,2651,Empresa 2651,Alimentos / Bebida
Ilha Comprida,SP,2652,Empresa 2652,Alimentos / Bebida
Belmonte,BA,2653,Empresa 2653,Alimentos / Bebida
Barão,RS,2654,Empresa 2654,Outro
Olho d'Água do Casado,AL,2655,Empresa 2655,Cosméticos / Perfumaria / Higiene
Júlio de Castilhos,RS,2656,Empresa 2656,Brinquedos
Ninheira,MG,2657,Empresa 2657,Brinquedos
Balsas,MA,2658,Empresa 2658,Limpeza / Higiene
Novo Mundo,MT,2659,Empresa 2659,Cosméticos / Perfumaria / Higiene
Santana do Piauí,PI,2660,Empresa 2660,Embalagens
Luís Eduardo Magalhães,BA,2661,Empresa 2661,Confecção / Textil
Campo Novo do Parecis,MT,2662,Empresa 2662,Alimentos / Bebida
Guarda-Mor,MG,2663,Empresa 2663,Outro
Recreio,MG,2664,Empresa 2664,Utilidades
Vila Pavão,ES,2665,Empresa 2665,Embalagens
Alta Floresta D'Oeste,RO,2666,Empresa 2666,Outro
Guajará,AM,2667,Empresa 2667,Outro
Mutuípe,BA,2668,Empresa 2668,Limpeza / Higiene
Frederico Westphalen,RS,2669,Empresa 2669,Materiais de Construção
Rio Grande do Piauí,PI,2670,Empresa 2670,Outro
Campestre,AL,2671,Empresa 2671,Outro
Feliz Deserto,AL,2672,Empresa 2672,Informática
Casinhas,PE,2673,Empresa 2673,Alimentos / Bebida
Salete,SC,2674,Empresa 2674,Alimentos / Bebida
Araçagi,PB,2675,Empresa 2675,Informática
Zé Doca,MA,2676,Empresa 2676,Calçados
Porto Seguro,BA,2677,Empresa 2677,Cosméticos / Perfumaria / Higiene
Rosário da Limeira,MG,2678,Empresa 2678,Cosméticos / Perfumaria / Higiene
Juatuba,MG,2679,Empresa 2679,Alimentos / Bebida
Campo Alegre,SC,2680,Empresa 2680,Outro
Ipixuna do Pará,PA,2681,Empresa 2681,Alimentos / Bebida
São João de Iracema,SP,2682,Empresa 2682,Alimentos / Bebida
Jutaí,AM,2683,Empresa 2683,Cosméticos / Perfumaria / Higiene
Morrinhos,GO,2684,Empresa 2684,Medicamentos
Juquiá,SP,2685,Empresa 2685,Limpeza / Higiene
Pindorama do Tocantins,TO,2686,Empresa 2686,Decoração / Cama / Mesa / Banho
Vargeão,SC,2687,Empresa 2687,Alimentos / Bebida
Quixadá,CE,2688,Empresa 2688,Outro
Eugenópolis,MG,2689,Empresa 2689,Alimentos / Bebida
Campo Belo do Sul,SC,2690,Empresa 2690,Outro
Alta Floresta D'Oeste,RO,2691,Empresa 2691,Cosméticos / Perfumaria / Higiene
Antonina,PR,2692,Empresa 2692,Confecção / Textil
Altamira do Maranhão,MA,2693,Empresa 2693,Calçados
Porto dos Gaúchos,MT,2694,Empresa 2694,Limpeza / Higiene
Porto Esperidião,MT,2695,Empresa 2695,Informática
Caraí,MG,2696,Empresa 2696,Confecção / Textil
Condado,PB,2697,Empresa 2697,Materiais de Construção
Manoel Vitorino,BA,2698,Empresa 2698,Outro
Limoeiro de Anadia,AL,2699,Empresa 2699,Outro
São João da Paraúna,GO,2700,Empresa 2700,Informática
Ribeirãozinho,MT,2701,Empresa 2701,Medicamentos
Riachão,MA,2702,Empresa 2702,Alimentos / Bebida
Serra do Salitre,MG,2703,Empresa 2703,Outro
São João do Pau d'Alho,SP,2704,Empresa 2704,Cosméticos / Perfumaria / Higiene
Nova União,RO,2705,Empresa 2705,Confecção / Textil
Bananal,SP,2706,Empresa 2706,Jóias e Bijuterias
Miradouro,MG,2707,Empresa 2707,Autopeças
Francisco Ayres,PI,2708,Empresa 2708,Informática
Cristino Castro,PI,2709,Empresa 2709,Outro
Santa Cruz das Palmeiras,SP,2710,Empresa 2710,Alimentos / Bebida
Pedra do Anta,MG,2711,Empresa 2711,Informática
Rio dos Cedros,SC,2712,Empresa 2712,Alimentos / Bebida
Nova Itaberaba,SC,2713,Empresa 2713,Utilidades
Brazabrantes,GO,2714,Empresa 2714,Informática
Bonito,BA,2715,Empresa 2715,Outro
Monte Formoso,MG,2716,Empresa 2716,Calçados
Alto Paraguai,MT,2717,Empresa 2717,Outro
Ouro Branco,MG,2718,Empresa 2718,Outro
Itanagra,BA,2719,Empresa 2719,Outro
Pedrinópolis,MG,2720,Empresa 2720,Informática
Senador Sá,CE,2721,Empresa 2721,Decoração / Cama / Mesa / Banho
Japira,PR,2722,Empresa 2722,Máquinas / Equipamentos
Salmourão,SP,2723,Empresa 2723,Outro
Chapada,RS,2724,Empresa 2724,Informática
Aporá,BA,2725,Empresa 2725,Móveis
Boa Vista do Sul,RS,2726,Empresa 2726,Outro
Boa Vista do Ramos,AM,2727,Empresa 2727,Confecção / Textil
Santo Antônio dos Milagres,PI,2728,Empresa 2728,Alimentos / Bebida
Valparaíso de Goiás,GO,2729,Empresa 2729,Confecção / Textil
Várzea da Roça,BA,2730,Empresa 2730,Brinquedos
Mato Grosso,PB,2731,Empresa 2731,Jóias e Bijuterias
Mâncio Lima,AC,2732,Empresa 2732,Alimentos / Bebida
Ilha Grande,PI,2733,Empresa 2733,Embalagens
Domingos Martins,ES,2734,Empresa 2734,Alimentos / Bebida
Reserva do Cabaçal,MT,2735,Empresa 2735,Alimentos / Bebida
Colniza,MT,2736,Empresa 2736,Outro
Rio da Conceição,TO,2737,Empresa 2737,Alimentos / Bebida
São Sebastião do Tocantins,TO,2738,Empresa 2738,Materiais de Construção
Peçanha,MG,2739,Empresa 2739,Limpeza / Higiene
Mucuri,BA,2740,Empresa 2740,Utilidades
Meridiano,SP,2741,Empresa 2741,Medicamentos
Irecê,BA,2742,Empresa 2742,Confecção / Textil
Almeirim,PA,2743,Empresa 2743,Eletrônicos / Eletrodomésticos
Barão de Grajaú,MA,2744,Empresa 2744,Cosméticos / Perfumaria / Higiene
Santa Margarida do Sul,RS,2745,Empresa 2745,Brinquedos
Confins,MG,2746,Empresa 2746,Alimentos / Bebida
Ponto Belo,ES,2747,Empresa 2747,Cosméticos / Perfumaria / Higiene
Santa Rosa de Lima,SC,2748,Empresa 2748,Outro
Escada,PE,2749,Empresa 2749,Utilidades
Goiana,PE,2750,Empresa 2750,Outro
Nova Viçosa,BA,2751,Empresa 2751,Informática
Aparecida do Rio Negro,TO,2752,Empresa 2752,Utilidades
Alagoa,MG,2753,Empresa 2753,Cosméticos / Perfumaria / Higiene
Ocauçu,SP,2754,Empresa 2754,Materiais de Construção
Trajano de Morais,RJ,2755,Empresa 2755,Informática
Guaraciama,MG,2756,Empresa 2756,Eletrônicos / Eletrodomésticos
Fartura,SP,2757,Empresa 2757,Materiais de Construção
Rodeio,SC,2758,Empresa 2758,Cosméticos / Perfumaria / Higiene
Formosa do Oeste,PR,2759,Empresa 2759,Alimentos / Bebida
Jesúpolis,GO,2760,Empresa 2760,Outro
Serra Grande,PB,2761,Empresa 2761,Confecção / Textil
Sapucaí-Mirim,MG,2762,Empresa 2762,Outro
Alegrete,RS,2763,Empresa 2763,Informática
Jenipapo dos Vieiras,MA,2764,Empresa 2764,Brinquedos
Rio do Pires,BA,2765,Empresa 2765,Confecção / Textil
Ipecaetá,BA,2766,Empresa 2766,Outro
Bugre,MG,2767,Empresa 2767,Confecção / Textil
Delfim Moreira,MG,2768,Empresa 2768,Pet-Shop
Itapuranga,GO,2769,Empresa 2769,Informática
Áurea,RS,2770,Empresa 2770,Confecção / Textil
Campanário,MG,2771,Empresa 2771,Confecção / Textil
Mâncio Lima,AC,2772,Empresa 2772,Alimentos / Bebida
